,title,byline,dates
634,Raise of sunshine,,14 June 2016
635,"Blooming marvel: the Chinese flower that could help save fish stocks and guard against heart disease: The seeds of the tree peony produce a liquid rich in the 'good' omega-3 fatty acids, far beyond what's found in sunflowers or olives, study finds",,14 June 2016
636,graft-busters want trials in absentia for fugitives,,14 June 2016
637,The lady in red,,14 June 2016
638,Solved: mystery of singer who vanished years ago,,14 June 2016
639,Highlight of the day,,14 June 2016
640,ANDREW HAWKINS' DAY ONE SELECTIONS,,14 June 2016
641,Dynamic delight,,14 June 2016
642,Good Man to keep O'Sullivan on path to record term,,14 June 2016
643,TRACK STARS,,14 June 2016
644,"Yip's Cour Valant one to watch at city track: After an admirable run at Sha Tin on Sunday, the Valley specialist looks set to win soon",,14 June 2016
645,'Shell company' shares plunge as China tightens back-door listing approvals,,21 June 2016
646,"China's aggressive investments on smartphone production in India continue to rise: Chinese smartphone supplier to build HK$115 million plant, joining other mainland rivals to vie for bigger slice of the world's second-largest market",,21 June 2016
647,HKMA's Arthur Yuen all show on money laundering: Regulator has to be seen doing his job amid the flow of illicit funds,,21 June 2016
648,A lose-lose war pending: Mainland watchdog will step in if action sought over property company's shareholding plan,,21 June 2016
649,China's sports lottery business to see continued high growth in 2016: Mainland sports gaming sector expects major overseas soccer tournaments and an end to ban on internet betting to continue huge boom in business,,21 June 2016
650,IT firms bullish,,21 June 2016
651,"China's Lenovo plans to revive smartphone business with supply chain revamp, increased marketing push: Changes to manufacturing supply chain and big global marketing push aim to revive growth amid forecast slowdown in industry's worldwide sales",,21 June 2016
652,Hong Kong stocks rally as Brexit momentum shifts towards 'remain'; Shanghai stocks end little changed,,21 June 2016
653,Tesla hopes to emulate its Hong Kong success in other Asian markets: HK a 'beacon' for electric cars but further success requires backing by more Asian governments,,21 June 2016
654,Can the proposed listing reform improve the quality of the market?: Draft proposal does not have too much to offer on improving the overall quality of the market,,21 June 2016
655,The home of the former historic Peak property to be rebuilt as two luxury houses,,21 June 2016
656,"Fitness tips from a New Zealand skier turned Hong Kong dragon boater, canoeist and runner",,21 June 2016
657,Tried and tested gene genies,,21 June 2016
658,"truth and sequences: Getting your DNA analysed is relatively cheap and easy these days, writes Kate Whitehead , who wanted to find outabout her ancestry and ended up knowing more about her genetic predisposition to various ailments",,21 June 2016
659,10 ways to help your elders,,21 June 2016
660,Hits & Myths: what's the minimum amount of exercise an adult needs to stay healthy?,,21 June 2016
661,"Hong Kong dementia sufferers find relief in music and dance: A local study is helping elderly Hong Kong dementia sufferers find relief in music and dance, writes Jeanette Wang",,21 June 2016
662,Good and bad habits of red tops,,21 June 2016
663,"Hong Kong's red and green minibuses, born out of the riots of 1967, are feeling left behind: With no new licences issued since the 1970s and MTR expansion steadily eroding takings and profits, minibus operators fear they may be a dying breed, writes Elaine Lau",,21 June 2016
664,"WWE lays down challenge to UFC in Middle Kingdom by signing first Chinese wrestler to its ranks: American company's moves - contract for heavyweight Bin Wang, PPTV deal and Shanghai event - aim to tap growing interest from Chinese fans",,21 June 2016
665,Hong Kong cabbies plan 100-vehicle siege of government headquarters to protest proposed premium taxi scheme: More than 100 taxis are expected to bring chaos to morning rush hour with action in Admiralty,,21 June 2016
666,Hong Kong Hospital Authority to launch training programme to cut number of medical blunders: Hospital Authority chairman John Leong says regular teaching sessions targeting junior doctors will highlight mistakes and ways to avoid them,,21 June 2016
667,Hongkongers visiting Australia now eligible for automated immigration clearance: Visitors from Hong Kong may now pass through automated immigration clearance without having to register beforehand in fast-track arrangement,,21 June 2016
668,We should lead way in talks on mainland courts and the world,,21 June 2016
669,"Don't buy books for TSA drills, say parents: Concern group fears primary schools will ignore call to stop from the Education Bureau",,21 June 2016
670,Hong Kong Democrat Albert Ho changes tune over cross-border law enforcement claim,,21 June 2016
671,"Hong Kong lecturer fined HK$1,800 for selling fried squid without licence: Hawkers' rights in spotlight after magistrate hands down HK$1,800 fine",,21 June 2016
672,Inconsistencies emerge from Hong Kong bookseller Lam Wing-kee's comments on his detention: Bookseller behind explosive claims stands by 'unambiguous' understanding that Lee Po was taken against his will despite strong denials,,21 June 2016
673,HKU slips out of top three Asian universities: Cheer for HKUST as it climbs to sixth while National University of Singapore comes first,,21 June 2016
674,"Hong Kong customs officers seize HK$24,000 worth of bogus cosmetics",,21 June 2016
675,Hong Kong government accused of failing to uphold international law over import of electronic waste: NT scrapyards described as new 'ground zero' for exporters after probe,,21 June 2016
676,In the Central hot seats,,21 June 2016
677,"Retirement protection: Hong Kong can learn from Australia's 'sliding scale' principle, experts say: Academics and lawmaker think 'sliding scale' retirement scheme may be feasible here as the very rich would not be eligible for payments",,21 June 2016
678,Allowing patients to die at home 'will ease hospital strain': Former health minister heads study into ways for Hongkongers to spend final days at home,,21 June 2016
679,Chinese village chief at centre of land seizure protests accused of taking 'large sums of bribes' by authorities,,21 June 2016
680,"Lesson from booksellers: if you're Chinese, don't upset Beijing",,21 June 2016
681,Chaos and violence during Chinese University of Hong Kong's council meeting: Security guard injured as automatic appointment of chief executive for chancellor is discussed,,21 June 2016
682,China's media regulator vows 'severe punishment' for TV programmes ridiculing state policies,,21 June 2016
683,"China, Russia expected to sign multibillion dollar high-speed rail deal during Putin's visit to Beijing: Russian leader's trip to Beijing is also expected to lead to further military cooperation",,21 June 2016
684,"Delegations, notifications and a formal letter: CY Leung's three-pronged strategy for settling bookseller row: Chief executive responds for the first time to the explosive allegations made by Lam Wing-kee over his eight-month detention on the mainland",,21 June 2016
685,Elderly set for means-tested pensions,,21 June 2016
686,"Hong Kong banking regulator is mulling possible measures to curb financing risk by developers aggressive mortgage lending: Aggressive financing schemes launched by developers to boost sales could pose credit risks for lenders, city's banking regulator says",,21 June 2016
687,"The authorities, here and in Beijing, owe us straight answers on the missing booksellers",,21 June 2016
688,"To reduce garbage, there has to be a sturdy recycling system and a culture of being less wasteful",,21 June 2016
689,Life in old age: learning to cope with a mind cluttered with the past: Peter Kammerer witnesses his mother's struggle to come to terms with letting go of possessions collected over a lifetime that now constitute her identity,,21 June 2016
690,Fasting & prayer,,21 June 2016
691,China needs better agency coordination to halt exodus of corrupt officials: top anti-graft body: Communist Party's top anti-graft body says corrupt officials are able to flee due to failure of the organisations supposed to oversee them,,21 June 2016
692,Consumers to move into 'middle lane',,21 June 2016
693,Premier tours banks,,21 June 2016
694,At least eight killed as torrential rains lash areas around the Yangtze River in southern China: Millions affected and 20 missing as violent weather collapses homes - and authorities warn more flooding likely to hit Yangtze area later this month,,21 June 2016
695,head here,,21 June 2016
696,"Lotus Strikes Back will be a force to reckon with in final leg of TT: The trainer brought up 1,500 HK wins on Sunday, while the jockey reached 400 the same day, and they combine with a strong chance in the final leg",,21 June 2016
697,Size three-year-olds to strike before season is out,,21 June 2016
698,track stars,,21 June 2016
699,Brexit could force banks to consider moving UK operations,,22 June 2016
700,CDB's leasing arm set for $7.6 billion Hong Kong IPO,,22 June 2016
701,"China's one belt, one road initiative set to transform economy by connecting with trading partners along ancient Silk Road: Policy will create six transnational China-centric economic belts, writes LEE HILL-CHOI",,22 June 2016
702,China's Tencent looks to stay ahead of the game with a deal to buy Finnish developer Supercell for US$8.6 billion: Internet giant to form consortium for buying stake in Finnish game-developer from SoftBank,,22 June 2016
703,"Hong Kong housing market regains confidence but long term outlook remains cloudy: Given bleak economic outlook and potential for rate rises later, rebound unlikely to be sustained",,22 June 2016
704,"Luxury retail out, food and beverages in as cheaper rents spark change in character to Hong Kong's malls and streetsLower rentslhhjgg",,22 June 2016
705,"tesla plans factory in shanghai: Electric-car maker considering local production facility in China to boost competitiveness, market reach in its fastest-growing market outside US",,22 June 2016
706,"After a long run and much talk of a bubble prices in the city have fallen, but the reason for the slump isn't clear-cut: Brexit fears and demand slowdown from Chinese buyers due to restrictions on capital outflows have triggered a slump in real estate prices",,22 June 2016
707,"Analysts raise a glass to quality Chinese liquor stocks: Kweichow Moutai, Swellfun and Kouzi catch investor fancy after strong showing",,22 June 2016
708,"China's sports stocks to sizzle this summer: Firms that distribute content, own sponsorship rights and run lottery platforms among analysts' picks as this summer's sports season kicks off",,22 June 2016
709,The elderly must be offered more suitable private-sector housing: The government has not done enough to improve the living environment for the city's active and healthy elderly people,,22 June 2016
710,Financiers see investment opportunities in China's belt-road energy and transport links,,22 June 2016
711,"Hong Kong stocks extend gains as Brexit fears continue easing: Insurance, banking and conglomerate plays lead rally amid warning of a possible EU departure",,22 June 2016
712,"CBRE managing director for Hong Kong, Macau and Taiwan Tom Gaffney sees more opportunities arisen in a challenging market: Commercial real estate company CBRE believes that despite the economic downturn, there are still enough growth opportunities for property firms in the city's leasing and rental markets",,22 June 2016
713,Chinese conglomerate Fosun eyes Japan for fourth Club Med ski resort to meet surging mainland demand: Chinese congolmerate to renovate Hokkaido facility as part of aggressive tourism push in Asia,,22 June 2016
714,"Law firms work on ways to mitigate stakeholders' risk in belt-road cross-border deals: Law firms are preparing to advise belt-road investors on how to mitigate risk, writes LEE HILL-CHOI",,22 June 2016
715,"Insurance companies poised to take advantage of China's one belt, one road initiative",,22 June 2016
716,Did Chad Schofield's latest ban cost punters millions?,,22 June 2016
717,Gold-Fun's bravery at Ascot ends HK's annus horribilis: Veteran sprinter almost ended the city's worst overseas year in a decade with a Group One win,,22 June 2016
718,Back again: Prudential confirms partnership as Hong Kong Tennis Open sponsor: Prudential to support the annual WTA tournament for the third straight year,,22 June 2016
719,Hong Kong to host ICC women's World Cup cricket qualifier: All-rounder Mariko Hill says a good performance in October will help in efforts to include the squad in the Sports Institute support programme,,22 June 2016
720,"'No one stalked me, I wasn't disturbed,' bookseller Lam Wing-kee's son says after entering mainland China: Mainland authorities are operating 'in accordance with law', Phoenix Lam says",,22 June 2016
721,"Library volunteer work, monitored phone calls and 'no chance to escape': Hong Kong bookseller describes last months of detention in mainland China: Bookseller tells of library volunteer work, monitored phone calls and 'no chance to escape' detention",,22 June 2016
722,The way lam sees it,,22 June 2016
723,Angry Hong Kong cabbies pour cold water on plan to grant 600 high-end taxis to three franchises: Cabbies warn of drastic action to oppose plans to bring in premium service after holding protest that besieged government headquarters at Tamar,,22 June 2016
724,Businessman and chauffeur arrested for allegedly hurling bottles of spirits at media tycoon Jimmy Lai's home: Businessman and his chauffeur quizzed overlatest incident at house of media tycoon,,22 June 2016
725,"Siblings of colorectal patients six times more likely to have disease, Hong Kong researchers find: Those with siblings diagnosed with certain type of polyp are six times more likely to get them",,22 June 2016
726,70pc of Hong Kong elderly want a pension with no strings attached,,22 June 2016
727,"Caught in the act? Suspected invisible ink mahjong scammer beaten with chair by fellow players: Mahjong player beaten up after being accused of using invisible ink, special lenses to win",,22 June 2016
728,"Lack of end of life care: Doctors say with only 19 palliative care specialists in the city, priorities and training must change",,22 June 2016
729,Norwegian sailing ship offers Hong Kong a green reminder as city grapples with maritime pollution,,22 June 2016
730,Panel reviews whether city's top official should automatically be HKU chancellor: Students press their demand for chief executive to lose default power to make key appointments,,22 June 2016
731,Six evacuated as Hong Kong firefighters battle third-alarm blaze in industrial building,,22 June 2016
732,"Hong Kong marine official who flouted life jacket rules jailed 16 months: Surveyor of ships who ignored life jacket law 'eroded public trust' in civil service, judge says",,22 June 2016
733,"Hong Kong media outlets accused of 'inciting, planning and directing' Wukan land seizure protests: Authorities air video confession - and accuse Hong Kong media of inciting demonstrations",,22 June 2016
734,Killer blaze,,22 June 2016
735,Universities are allowing radical students to get off scot-free even when they resort to violence,,22 June 2016
736,Controversial ivory trade to continue for five more years before full ban imposed: Campaigners give cautious welcome to government proposal on three-step plan,,22 June 2016
737,Li Ka-shing says he's upbeat on China's long term outlook,,22 June 2016
738,Millions of consumers risk losses after group-buying company announces closure: Police investigate as decision to end discount coupon business threatens losses running into hundreds of thousands of dollars for public,,22 June 2016
739,"Spell out how Hongkongers who break mainland law are dealt with, CY Leung says in letter to Beijing: Chief executive pens official letter to mainland authorities asking if agents acted beyond their jurisdiction in detaining Hong Kong residents",,22 June 2016
740,"Thousands evacuated after reservoir bursts dyke in cental China: Some 13,000 residents in Jiangxi village moved after river dyke bursts",,22 June 2016
741,Hong Kong's British property owners see pros and cons to Brexit: Pull-out could make real estate more attractive and lower education costs for overseas students,,22 June 2016
742,"How will China be affected if Britain leaves European Union?: A vote by Britain to leave the EU will cut off a key market access point for China, but will also push some nations closer to Beijing, analysts say",,22 June 2016
743,"Who's at risk in Brexit? UK-exposed banks and utilities among Hong Kong stocks most vulnerable, analysts say",,22 June 2016
744,China should solve the politics to export high-speed rail technology,,22 June 2016
745,Overhaul needed at Hong Kong's Marine Department,,22 June 2016
746,"Cheer up cadres, it's time for the party quiz!",,22 June 2016
747,Crunch time,,22 June 2016
748,Drive to cut hospital costs targets medications and tests: Authorities are striving to keep yearly increase in health care spending to below 10 per cent,,22 June 2016
749,"foreign firms to issue shares on mainland: Central bank says it will grant privilege to some overseas companies 'in future', in move that will give more options to choice-starved investors",,22 June 2016
750,Paper money,,22 June 2016
751,Chinese depositary receipts could be tool to accelerate Shanghai-London trading link: China considering launch of stock trading certificates on the mainland that analysts say may be part of plan to further open up nation's capital market,,23 June 2016
752,Hong Kong faces challenge from Singapore in 'smart city' planning,,23 June 2016
753,Air conditioner firms make hay while the sun shines: Rising temperatures set to boost sales for top brands in mainland for next few months,,23 June 2016
754,Chart of the day: Uncertainty over bond market,,23 June 2016
755,China eager to offset capital outflows by setting new rules for yuan conversion: New regulations on repatriation of proceeds from overseas debt issues and currency's two-way float to offset fund loss from MSCI's A-share decision,,23 June 2016
756,China stocks near 2-week high as test run revealed for trading link: Brokerages lead advance on bourses amid low trading volumes as investors turn cautious,,23 June 2016
757,Hong Kong property firms up the loan stakes in efforts to get sales moving: Mortgage offers of up to 120 per cent by developers looking to boost sales have triggered warnings from worried regulators,,23 June 2016
758,Message from the honorary consul of Luxembourg in Hong Kong,,23 June 2016
759,"Gold to ease further if UK remains in EU: Global economic and interest rate worries may spur rebound, analysts say",,23 June 2016
760,Hong Kong's IPO market has poorest first half since 2013: City still the top performer among global stock markets even as floats by companies on the local bourse record worst six-month slump since 2013,,23 June 2016
761,Italian brand appeal for Chinese investors not likely to wane,,23 June 2016
762,Shenzhen bourse steps in China Vanke's proposed mega acquisition,,23 June 2016
763,Tencent builds up its global entertainment empire with acquisition of mobile games developer Supercell,,23 June 2016
764,fownes dances the night away with a treble: Trainer strikes his first three-timer at the city track this term to put a spring back to his step and lift his confidence for a big season finale,,23 June 2016
765,briefs,,23 June 2016
766,Gritty grinder,,23 June 2016
767,It's a sell-out: China to begin Hong Kong campaign against Netherlands in World Grand Prix: Legendary coach Lang Ping faces her old squad as Hong Kong spectators get to watch some of the Olympic teams in action at World Grand Prix,,23 June 2016
768,Perfect timing: Sarah Lee's Rio hopes back on track with victory in women's sprint: Hong Kong rider returns to form in Australia after disappointment at world championships,,23 June 2016
769,Top 5 films to watch in Hong Kong this week: June 23-29,,23 June 2016
770,1990s Chinese art shown from a new different perspective in Para Site exhibition,,23 June 2016
771,"British couple who helped thousands of Chinese orphans see work recognised with MBE: A tireless British couple earned the royal seal of approval for helping thousands of Chinese orphans, writes Bernice Chan",,23 June 2016
772,"Hong Kong fire officials to probe whether mistakes made in battling deadly fire: Probe will focus on the cause of Ngau Tau Kok blaze, the death of a senior fireman and the tactics used to fight the fire in industrial building",,23 June 2016
773,Ngau Tau Kok residents and retailers shower praise on firefighters battling Hong Kong blaze,,23 June 2016
774,Tenants of Hong Kong storage facility unlikely to be covered for fire losses,,23 June 2016
775,All Around Town: DAB councillors provoke firestorm by posing at blaze site,,23 June 2016
776,"We have to communicate better with young, head of Hong Kong's top arts institution says: Action promised to tackle the 'misunderstandings' that have recently plagued the Hong Kong Academy for Performing Arts and wider society",,23 June 2016
777,"Activist Joshua Wong, 19, fails in bid to lower minimum age to stand in Legco polls from 21: Judge rejects argument by Joshua Wong that minimum age should be cut from 21 to 18",,23 June 2016
778,"HK$60 for a coffee? Hong Kong is world's most expensive place to live, survey shows",,23 June 2016
779,"Hong Kong lawmakers call for review of scope of notification system in wake of bookseller detention cases: In wake of controversy over missing booksellers, they say system is not working well and want it expanded to cover more mainland agencies",,23 June 2016
780,Hong Kong police urged to reveal guidelines on use of force to the public,,23 June 2016
781,"Hong Kong should brace itself for 'large' fallout from a Brexit, says leader CY Leung: Chief executive warns impact on city 'would be relatively large', while local businesses line up in favour of trading partner remaining in the EU",,23 June 2016
782,"Inspections for all mini-storage facilities, Hong Kong security chief says after deadly fire: Minister vows action as it emerges little has been done to improve safety since a fireman died in 2010",,23 June 2016
783,"Raise profits tax to tackle wealth gap: Li Ka-shing: Tycoon also hopes next HK leader brings hope to young, but says it's too hard to pick winner",,23 June 2016
784,China's latest export to Canada: censors,,23 June 2016
785,"China's newest space rocket, Long March 7, ready for blast-off: Public for first time to be able to watch lift-off from eight viewing areas",,23 June 2016
786,Donations and tributes pour in for Hong Kong firefighter who died in Ngau Tau Kok blaze,,23 June 2016
787,Hong Kong airlines Cathay Pacific and Dragonair impose total ban on carriage of shark fin: Airline joins other major carriers by slapping blanket ban on fins being carried on planes,,23 June 2016
788,How to Donate to Cheung family,,23 June 2016
789,"lawyers 'banned' from Wukan case: Two leading rights attorneys say Guangzhou judicial officials told them to avoid contact with Lin Zuluan, the detained village chief rallying protesters",,23 June 2016
790,Dreams of home ownership shattered in one of China's biggest 'rotten tail' projects,,23 June 2016
791,"What really happens when Chinese investment goes bad, and is there any way out of the hole?: It was touted as an answer to Beijing's smog, but Caofeidian remains partly built and mostly empty",,23 June 2016
792,CY Leung's administration must keep its promise to strengthen pension scheme,,23 June 2016
793,Wu Jianmin: a voice of reason at a time of growing nationalism,,23 June 2016
794,a force of nature,,23 June 2016
795,"Cabinet makes private investment push: Local officials told to honour contracts, follow central government's lead",,23 June 2016
796,China's internet regulator tightens screw on online speech as it targets 'detested' public comments on news websites,,23 June 2016
797,Neighbours of Chinese village protesting over land grabs are involved in similar disputes,,23 June 2016
798,"One lesson China should learn from its stock market rout: Experts are divided, but generally agree that mainland investors are in need of a greater choice and less intervention in the markets",,23 June 2016
799,"Reunited, 73 years later",,23 June 2016
800,"Beijing court orders Star China, producer of Chinese version of 'The Voice', to stop using reality TV show's name: Court tells firm behind first four seasons of 'The Voice of China' to use a different name",,23 June 2016
801,"World's fastest computer solves big problems, doing a quadrillion calculations per second, but hates multi-tasking: The Sunway TaihuLight ranks first among supercomputers and uses only home-made processors - but that may be its Achilles' heel, experts say",,23 June 2016
802,"CSRC suspends reviews of IPO project sponsored by Southwest Securities: Shanghai-listed brokerage, which has 33 projects under review, is the first big fish netted by watchdog after China tightened listing rules",,24 June 2016
803,Indonesia's maritime passageway serves as gateway for trade between Asia and the West,,24 June 2016
804,Officials insist Hong Kong banks ready to defend against any Brexit turmoil,,24 June 2016
805,"Paying by mobile phone? New payment apps are gearing up to disrupt Octopus Card, traditional cheque writing: Firms want customers to switch to mobile payment, digital wallet options",,24 June 2016
806,paying on the move,,24 June 2016
807,Singapore to include yuan assets in official foreign reserves,,24 June 2016
808,China's mutual fund industry suffers brain drain as managers cope with growing workload: Heavy workload undermines sector's performance on the mainland as experienced asset managers join hedge funds for better pay and perks,,24 June 2016
809,"China Vanke to make it onto the list of the world's Global 500 biggest companies, says CEO: Founder Wang Shi says company will continue to learn from international peers as it seeks to become first pure-play property firm in global league",,24 June 2016
810,"China's NPL ratio could soar in second half of year: Growth slowdown, costly borrowings to trigger spike in NPLs during second half",,24 June 2016
811,"Fifth day of Hong Kong rises, as Britain votes and traders anticipate Stock Connect test run",,24 June 2016
812,Taxi firm urges authorities to police ride-hailing services,,24 June 2016
813,"'Durban Demon' Douglas Whyte to return to hometown for Africa's richest race, the Durban July",,24 June 2016
814,Big night for Caspar Fownes with three winners and two horses to follow closely,,24 June 2016
815,"invincible to snare end-of-season win for o'sullivan: A small Triple Trio jackpot is in play for Sunday's meeting, but players are greeted with three tough Class Four legs as they chase a slice of the prize",,24 June 2016
816,TRACK STARS,,24 June 2016
817,White knight,,24 June 2016
818,"Chefs in Hong Kong finding inventive ways to use durian: Durian on pizza, in curry crab and clay pot chicken - Hong Kong chefs are getting creative with the 'king of fruits', writes Elaine Yau",,24 June 2016
819,"Favourite Hong Kong restaurants of Peter Wood, author and photographer",,24 June 2016
820,"Hong Kong menu specials: seafood, Japanese, and Chinese tea-smoked dishes",,24 June 2016
821,Newcomer La Bombance in Causeway Bay - a Tokyo import with great views,,24 June 2016
822,"Restaurant review: A Side/B Side in Sheung Wan - delicious, inventive food",,24 June 2016
823,Review: Teppei Syokudo - Singapore's 'best Japanese restaurant' in Hong Kong now,,24 June 2016
824,Sarah Lee makes it a double at international track cycling meeting in Melbourne: Star Hong Kong rider claims women's keirin final to add to her sprint title at international event,,24 June 2016
825,sports digests,,24 June 2016
826,[Indonesia's president to visit remote islands after clashes with Chinese fishing boats in the area]: Visit comes after confrontations between the two sides over fishing rights,,24 June 2016
827,Bad fashion? Hongkongers found to spend HK$3.9 billion on clothes they never or seldom wear: Greenpeace finds 16 per cent of clothing items bought by Hongkongers are never or seldom used; it urges greener approach to purchases,,24 June 2016
828,"Canadian consulate sells luxury Hong Kong home, but not to fugitive Joseph Lau: Canadian consulate sidesteps question about Macau corruption conviction of Joseph Lau",,24 June 2016
829,Hong Kong beach closed until further notice after shark found washed ashore,,24 June 2016
830,Hong Kong Lands Department tightens control on illegal structures in wake of 'luxury squatter' controversy: Structures with new additions to be torn down straight away as Lands Department denies turning blind eye to Tung Ah Pui Village saga,,24 June 2016
831,"Hong Kong man fined HK$9,000 for charging Indonesian domestic helper 32 times permitted fee: Unions call for stiffer penalties after agencyoperator handed fineof only HK$9,000",,24 June 2016
832,Moderate Hong Kong political groups seek closer co-operation in Legco elections,,24 June 2016
833,Spray day for midges,,24 June 2016
834,"Used lead-acid batteries a bigger problem in Hong Kong than reported, says councillor: Official dumping figures doubted with call for greater recycling capacity",,24 June 2016
835,"Bookseller Lam Wing-kee says he'll report to Hong Kong police 'in next few days': Bookseller confirms he will report to officers who want to hear what happened to him on the mainland, but he does not expect too much help",,24 June 2016
836,"Economy worst in 20 years, Tsang says",,24 June 2016
837,Hong Kong parents take another hit as dozens of international and private schools apply to raise fees: Education Bureau mulls increases of up to 30pc in private and international sector,,24 June 2016
838,"Snakes alive: Hong Kong census workers to be protected against snake or dog bites: Protective measures to be taken in rural areas with 300,000 households due to receive a visit",,24 June 2016
839,"'Long Hair' Leung Kwok-hung arrested over alleged HK$250,000 payment from media tycoon Jimmy Lai",,24 June 2016
840,"If your're going to be loony, at least have a little fun",,24 June 2016
841,"Economic slowdown, rapid e-commerce adoption is changing the way Chinese firms do business, says Alibaba's Jack Ma",,24 June 2016
842,"Hong Kong finance chief shares views on qualities a chief executive should have, but stays mum on whether he'll run: Finance chief tells Post forum that he sharesLi Ka-shing's hope that next leader will fill city with hope, but declines to say if he will run",,24 June 2016
843,More than 50 killed as tornado hits Chinese city: Homes and schools flattened - and authorities say more damage to come,,24 June 2016
844,Rising star from Chinese Communist Party's youth league tipped to become provincial governor,,24 June 2016
845,"Deadly blaze now Hong Kong's longest-running fire in 20 years ... and it's still spreading: Inferno at industrial building in Nagu Tau Kok takes toll on firefighters, who battle deadly blaze for the third day - and there's no end in sight",,24 June 2016
846,fatal follow-up failures,,24 June 2016
847,Playing with fire: deadly failings of Hong Kong's booming storage trade: An inferno has killed two firemen and exposed the lax safety regulations in old industrial buildings given a new lease of life as storage facilities,,24 June 2016
848,"Conflict of interest to blame for degradation of China's air, water and soil",,24 June 2016
849,Urgent need for regulation to govern the use of storage facilities in industrial buildings,,24 June 2016
850,China halts construction of synthetic running tracks in schools after report alleges some were made using industrial waste: Beijing orders construction to stop while tests are carried out nationwide after some facilities were found to have been made from industrial waste,,24 June 2016
851,"China, US, EU pledge to increase efforts to ensure safety of goods bought by internet shoppers",,24 June 2016
852,North Korea dismisses restarting stalled six-party talks on its nuclear weapons programme: Pyongyang refuses to resume six-party talks over halting its nuclear weapons programme,,24 June 2016
853,"South Korea deploys new coastguard ship to watch waters around disputed Ieodo islet: Vessel to support base on Ieodo, which is claimed by China as Suyan Reef",,24 June 2016
854,"Sport for all: China's plan to cope with ageing society: Shift in mindset as encouraging exercise is seen not only as a route to Olympic glory, but to a healthier and economically more productive nation",,24 June 2016
855,Entrepreneurs adapt to the brave new world of diversification,,25 June 2016
856,"Zendai owner turns his back on property, and looks instead to art: The mainland's buoyant property industry brought success to Zendai Group, but now founder Dai Zhikang wants to return to his finance roots",,25 June 2016
857,Donkey skin just the tonic for China's urbanites: Future bright amid popularity of Dong-E E-Jiao blood tonic and prospects for company's shares in next phase of cross-border trading scheme,,25 June 2016
858,Strong ore imports,,25 June 2016
859,Golden words,,25 June 2016
860,Long road to listing reform,,25 June 2016
861,Who should regulate listed companies in HK?: New proposal which gives equal powers to SFC and HKEX for vetting companies seeking approval for listings gets mixed response from market circles as conflict of interest issues still remain unanswered,,25 June 2016
862,Opulent lifestyle awaits in Deep Water Bay on the south side of Hong Kong,,25 June 2016
863,Hong Kong long jumper Chan Ming-tai confident of qualifying for Rio Olympics,,25 June 2016
864,Hands up,,25 June 2016
865,Hong Kong-raised rower Melanie Wilson gunning for gold for Great Britain at Rio Olympic Games: Former Island School student Melanie Wilson is part of Great Britain's women's eights team challenging the powerful Americans at the Games,,25 June 2016
866,'How to park your Porsche in Vancouver': SUV-shredding video leads police to teen hit-and-run suspect,,25 June 2016
867,Return of the Party ghost spooks Chinese corporates: Vanke takeover battle is a clear example of the Communist Party stepping into corporate shoes,,25 June 2016
868,"The Hong Kong woman who's rolling in money: Small change is a big deal for Lydia Yip of the Hong Kong Monetary Authority, who has made it her mission to collect coins from across the city",,25 June 2016
869,Ghost nets: Lantau hunt comes up with nearly four tonnes of dumped fishing nets that pose threat to marine life and humans,,25 June 2016
870,"How Hong Kong is failing city's homeless: An increasing number of street sleepers are using footbridges in the city to set up camp, and authorities are struggling to come up with an answer",,25 June 2016
871,Retro Kowloon: step back in time to 1990s Hong Kong at 3D photo exhibition: A photo exhibition revives memories of city on the brink of the handover,,25 June 2016
872,"Boys with toys: Land Rover model club is running on overdrive in Hong Kong: For members of the Hong Kong RC Defender Club, nothing beats a day out running wild in the countryside testing their cherished model Land Rovers against the opposition",,25 June 2016
873,"Daughter of Bangladeshi economic migrants offers a helping hand to refugees in Hong Kong: Piya Muqit, who helps asylum seekers as head of Justice Centre Hong Kong, is the daughter of Bangladeshi economic migrants who started a new life in Scotland",,25 June 2016
874,Hong Kong retirement protection debate prompts protests and criticism: Government puts forward proposals for universal and means-tested schemes and has been widely tipped to choose the less expensive option,,25 June 2016
875,full coverage INSIDE,,25 June 2016
876,"Hong Kong can turn Brexit challenges into opportunities, says CE: Chief executive says British vote could create new opportunities for Hong Kong, and expresses confidence in UK economy",,25 June 2016
877,Hong Kong tiger mum's theory about January-born children isn't as odd as it seems,,25 June 2016
878,'It felt like the end of the world': witnesses recount horror as deadly tornado swept through eastern Chinese counties: Thursday's twister in Jiangsu killed at least 98 and injured more than 800,,25 June 2016
879,Hong Kong phone users may be at fours and eights when new mobile numbers come on stream next July: Mobile numbers starting with unlucky four and auspicious eight on offer next July,,25 June 2016
880,killer fire tamed after 80 hours: Residents pay tribute to the two firefighters who died while battling the blaze as security minister rejects concerns the building could collapse,,25 June 2016
881,"Strike by Taiwan's China Airlines crew leaves 20,000 passengers stranded",,25 June 2016
882,"China emerges unscathed at least for now, experts say: Offshore yuan development with London likely to continue, but wider relationship may change",,25 June 2016
883,"Referendum result thumps UK-linked stocks, as pound crashes to 31-year low",,25 June 2016
884,"'Long Hair' Leung Kwok-hung could cite political pressure to halt misconduct case, Hong Kong court hears: His lawyer argues that prosecution of lawmaker may have arisen from political pressure as his case is moved to District Court",,25 June 2016
