,title,byline,dates,datetime
1634,"China pulled towards action in South Sudan Beijing's preference for hands-off approach to political affairs in Africa tested by civil war that threatens its energy interests, experts say","Ng, Teddy.",03 Feb 2014,2014-02-03
1612,[ The industry is very concerned about the impact of the new air quality objectives... ],,03 Feb 2014,2014-02-03
1604,HK expected to 'open red' on start of new year,"Yiu, Enoch.",03 Feb 2014,2014-02-03
1623,Foreign education Record numbers of newly minted university graduates are returning to the mainland to a job market not overly impressed with all their efforts no guarantee of success,"Chen, Andrea.",03 Feb 2014,2014-02-03
1632,[ Long journey to temple... ],Name Name.,03 Feb 2014,2014-02-03
1602,[ Beijing starts to engage but keeps it low-key... ],,03 Feb 2014,2014-02-03
1603,Beijing puts up 12 plots for sale by tender Home prices are expected to rise further as local governments seek to boost revenues,"Chiang, Langi.",03 Feb 2014,2014-02-03
1607,Philippinelawmakerdemandsretaliation Congressman calls for sanctions against Hong Kong in response to end of officials' visa-free arrangement as hostage tragedy row deepens,"Robles, Raissa.",03 Feb 2014,2014-02-03
1605,"Hungry Lenovo takes another biteLenovo may have 'bitten off more than it can chew' Hard on the heels of its IBM server purchase, Lenovo's Motorola Mobility acquisition presents daunting integration challenges, say analysts","Perez, Bien.",03 Feb 2014,2014-02-03
1619,Defence work still off limits to HK scientists State-backed labs in city restricted from doing military-related research,"Chen, Stephen.",03 Feb 2014,2014-02-03
1620,Luxury site seeseducation as path tomainland US e-commerce firm AHAlife wants to bring 100 luxury brands to Chinese customers,"Ren, Daniel.",03 Feb 2014,2014-02-03
1633,[ Prices are rocketing. ],,03 Feb 2014,2014-02-03
1622,"Repeat of D'Aurioltragedy'avoidable' Medical staff need better training to detect vulnerable patients, says brother-in-law of HK woman who jumped off roof of LA clinic","Lee, Danny.",03 Feb 2014,2014-02-03
1621,Mainland poultry may be quarantined,"Lo, Wei.",03 Feb 2014,2014-02-03
1625,"[ HK$90,000 valuables stolen from Peak home... ]",,03 Feb 2014,2014-02-03
1626,Bureau acts after language gaffe Claim Cantonese 'not an official language' leaves public lost for words,"Tam, Johnny; Lau, Stuart.",03 Feb 2014,2014-02-03
1627,Fans blindsided by loss of Now TV's rugby coverage,"Kao, Ernest.",03 Feb 2014,2014-02-03
1628,Filipinos worried about additional visa sanctions,"Chan, Samuel.",03 Feb 2014,2014-02-03
1630,"Same name, different paths for young buskers","Lam, Jeffie.",03 Feb 2014,2014-02-03
1631,Temple of boom,,03 Feb 2014,2014-02-03
1624,Help at hand to click with a perfect mate,"Wu, Nan.",03 Feb 2014,2014-02-03
1655,[ 2013 retail sales figures to be announced... ],,04 Feb 2014,2014-02-04
1685,"In Sochi, sport must come first",,04 Feb 2014,2014-02-04
1666,Chinese snap up A$5 m investment visasMainlanders snap up Australia visas 90pc of applicants to Australian residency scheme for 'significant investors' launched just over a year ago are wealthy mainland nationals,"Wee, Darren.",04 Feb 2014,2014-02-04
1660,Democratic Party ignores call to boycott reception Lawmaker baulks at invitation to liaison office's spring event and asks pan-democrats to skip it,"Tanna Chong; Lam, Jeffie.",04 Feb 2014,2014-02-04
1659,Blind runner takes it all in his stride,"Chan, Samuel.",04 Feb 2014,2014-02-04
1658,"[ NEWS (Section A): Leading the News A3 , Focus A4 , China A5 , China Digest A5 , Asia A6 , World A7-9 , Opinion A10 , Insight A11... ]",,04 Feb 2014,2014-02-04
1657,[ It's kind of surreal. ],,04 Feb 2014,2014-02-04
1656,[ Falcon service. ],,04 Feb 2014,2014-02-04
1654,Tourist trap,,04 Feb 2014,2014-02-04
1684,Children's needslargely neglectedin policy address,,04 Feb 2014,2014-02-04
1653,"Tour agency folds, stranding 190 in Vietnam","Kang-chung, Ng; Kao, Ernest.",04 Feb 2014,2014-02-04
1681,"China may have problems, but this scare story isn't one of them While alarmist talk of global meltdown sparked by a currency crisis at Chinese banks fires up doom merchants, the reality is more reassuring",,04 Feb 2014,2014-02-04
1680,"[ Attacks against the family are dangerous for the family, for children, for the country... ]",,04 Feb 2014,2014-02-04
1678,"Japan 'demonised', says sacked air chief Toshio Tamogami, a candidate for governor of Tokyo, accuses victors of the second world war of painting a distorted picture of his country","Ryall, Julian.",04 Feb 2014,2014-02-04
1679,Separatist leader traced to hideoutinside China Newspapers claim United Liberation Front of Asom commander is in Yunnan border town,"Boehler, Patrick.",04 Feb 2014,2014-02-04
1677,"[ Suthep's movement is now crumbling, but it still has powerful unseen backers... ]",,04 Feb 2014,2014-02-04
1675,Envoy tries a little soft power at the Super Bowl,"Ng, Teddy.",04 Feb 2014,2014-02-04
1665,Algae-to-fuel project blossoms Government gives green light to scientists' 'brilliant idea' to turn sewage into biofuel that could one day power aircraft and vehicles,"Chi-fai, Cheung.",04 Feb 2014,2014-02-04
1674,Detention takes toll on activist financier Wang Gongquan looks worn in photos that surface online following trial of New Citizen movement founder Xu Zhiyong,"Boehler, Patrick.",04 Feb 2014,2014-02-04
1673,[ We have heard a lot about... ],,04 Feb 2014,2014-02-04
1672,[ Rail staff 'asleep'... ],Name Name.,04 Feb 2014,2014-02-04
1671,"Residents angry over Peak land swap Exchange would save 127-year-old mansion, but neighbours say new site will harm environment","Fung, Fanny W Y.",04 Feb 2014,2014-02-04
1670,Mainland urged to further loosen grip on insurers Heavy regulation still an obstacle despite gradual relaxation of investment rules,"Man-ki, Kwong.",04 Feb 2014,2014-02-04
1669,"Lenovo needs to revamp supply chain After the Motorola deal, the computer giant now faces task of streamlining production processes","Perez, Bien.",04 Feb 2014,2014-02-04
1668,Fund houses to boost HK offerings US firms Principal Global Investors and Franklin Templeton eager to tap China under forthcoming cross-selling scheme,"Yiu, Enoch.",04 Feb 2014,2014-02-04
1667,"Embarrassment of riches for some in Year of the Horse With enough money in reserve to last five years, the SFC should review its funding structure","Yiu, Enoch.",04 Feb 2014,2014-02-04
1682,[ Containing growth of water demand... ],,04 Feb 2014,2014-02-04
1683,[ Too tough. ],,04 Feb 2014,2014-02-04
1686,Time to reverse the brain drain,,04 Feb 2014,2014-02-04
1688,good start A galloping,,04 Feb 2014,2014-02-04
1651,Singaporeans not as wealthy as GDP figures suggest HK performs better than the Lion City on the basis of personal consumption expenditure,,04 Feb 2014,2014-02-04
1663,MY TAKEWhy Cantonese is a real language,"Lo, Alex.",04 Feb 2014,2014-02-04
1650,Pirates profit from fung shui book ban,"So, Charlotte.",04 Feb 2014,2014-02-04
1649,Non-manufacturing PMI drop deepens concerns,"Chiang, Langi.",04 Feb 2014,2014-02-04
1648,Negative outlook for markets Investor index shows local sentiment only slightly improved,,04 Feb 2014,2014-02-04
1647,Mismatched heart recipient dies of lung infection,"Lo, Wei.",04 Feb 2014,2014-02-04
1646,Macau reduced to a shuffle as tourists flood in Main checkpoint will deal with more than five times the city's population over the holiday,"Lau, Stuart.",04 Feb 2014,2014-02-04
1661,Food bank corruption under the spotlight Graft-busters target poverty alleviation programmes in effort to cut cost of welfare,"Ngo, Jennifer.",04 Feb 2014,2014-02-04
1645,Hope fades in search for brothers Family undaunted in hunt for long-lost siblings after promising lead fails to bring relatives any closer together after seven decades,"Zhao, Shirley.",04 Feb 2014,2014-02-04
1643,"Buyer sentiment remains cool over holiday period Dearth of new projects dampens buyer interest during holidays, despite developer incentives","Li, Sandy.",04 Feb 2014,2014-02-04
1642,"Accept 'imperfect' electoral reform deal: Rimsky Yuen Failure to allow proposal on 2017 poll may harm city's global standing, warns justice secretary","Lau, Stuart.",04 Feb 2014,2014-02-04
1662,"Justice chief wants both sides heard People may say they want public nomination, but if you tell them it could be illegal, then the reaction will be different, warns Rimsky Yuen","Cheung, Gary.",04 Feb 2014,2014-02-04
1664,Withdrawal of Tin Shui Wai tender dims market outlook SFC's proposed relaxation of investment rules on reits adds further pressure on home prices,"Liu, Yvonne.",04 Feb 2014,2014-02-04
1640,[ Almost half of 999 calls not genuine emergency... ],,04 Feb 2014,2014-02-04
1676,Private hospital backers find fresh room to expand Investors willing to spend after boost from Beijing but say obstacles remain at local level,Zhuang Pinghui.,04 Feb 2014,2014-02-04
1687,"Faster, sharper",,04 Feb 2014,2014-02-04
1644,Cooling down,,04 Feb 2014,2014-02-04
1652,Sluggish snake gives way to a bumpy ride Stock market set for a turbulent start to Lunar New Year after fresh economic data shows continued weakness in the mainland economy,"Chan, Ray.",04 Feb 2014,2014-02-04
1641,[ Estrada 'free to apologise to HK'... ],,04 Feb 2014,2014-02-04
137,4G roll-out forces pace for suppliers Phone makers and chip providers rush to keep up with network schedule,"Perez, Bien.",05 Feb 2014,2014-02-05
165,Let Beijing deal with Philippines,,05 Feb 2014,2014-02-05
145,Notes from a small island:there's not much room left,"Wee, Darren.",05 Feb 2014,2014-02-05
144,Metropolis just fantasy to some Property experts question the feasibility of the east Lantau business district project announced by C.Y. Leung,"Sito, Peggy; Li, Sandy.",05 Feb 2014,2014-02-05
143,Judge rejects claim attacker hit wrong victim Four convicted after umbrella assault on late billionaire's nephew in Nina Tower car park,"Chu, Julie.",05 Feb 2014,2014-02-05
142,Hong Kong driver dies in New Zealand Nine relatives escape as family holiday ends in tragedy on country's South Island,"Mok, Danny; Tsang, Emily.",05 Feb 2014,2014-02-05
141,A character actor who stole the show Fung Wang-yuen has died at 71 after a career in film that began in 1963 with the Shaw Brothers,"Wang-yuen, Fung.",05 Feb 2014,2014-02-05
140,Buddha becomes very big in China Giant statues of sage spring up all over mainland as developers and officials bid to lure tourists,He Huifeng.,05 Feb 2014,2014-02-05
126,No Christmas cheerfor city's retailers Lower-than- expected sales growth of 5.7 per cent during the festive season highlights stiff competition for the mainland tourist dollar,"Ap, Tiffany.",05 Feb 2014,2014-02-05
139,"Beijing fears split in its camp ahead of 2017 poll National leaders reluctant to yield to pan-democrats, says adviser to Beijing","Cheung, Gary.",05 Feb 2014,2014-02-05
136,Pushing the envelope,,05 Feb 2014,2014-02-05
148,Wynn Macau outlook dims after strong results,"Ap, Tiffany.",05 Feb 2014,2014-02-05
135,MY TAKEBeijing's election fears in 2016 and '17,"Lo, Alex.",05 Feb 2014,2014-02-05
133,"Beijing's fears weigh on Legco reform hopes How should lawmakers be chosen in 2016? In the first of a four-part series, we look at possible steps towards a democratic Legco","Cheung, Tony.",05 Feb 2014,2014-02-05
132,"[ The report, ""Food bank corruption under the spotlight"", published on page C2 on February 4, quoted St James' Settlement food bank service manager Connie Ng Man-yin as saying some recipients obtained food only to give to a neighbour or to resell. ]",,05 Feb 2014,2014-02-05
131,"[ NEWS (Section A): Leading the News A3 , Focus A4 , China A5-6 , China Digest A6 , Asia A7 , World A8-11 , Opinion A12 , Insight A13... ]",,05 Feb 2014,2014-02-05
130,"[ Monday, February 10: Hong Kong Foreign Financial Institutions Association lunch: ""China (Shanghai) pilot free-trade zone"". ]",,05 Feb 2014,2014-02-05
129,"[ company and CN# Bx, Bx... ]",,05 Feb 2014,2014-02-05
128,[ BDO B2... ],,05 Feb 2014,2014-02-05
138,Bargain-hunting tourists keen for more,"Li, Sandy.",05 Feb 2014,2014-02-05
166,Wide-ranging package of measures to help children in poverty,,05 Feb 2014,2014-02-05
151,"Growing concern over lack of vision for agriculture City ignores food security at its peril, experts say as government plans review of policy","Chi-fai, Cheung.",05 Feb 2014,2014-02-05
150,"Finale for a market doomed by progress Some came to reminisce, others were hunting for bargains as all but one of the vendors at a Kwun Tong institution made their last sales","Lee, Ada; Tam, Johnny.",05 Feb 2014,2014-02-05
134,"HK firms failing to protect rights of small investors Compliance with city's corporate governance code falls to lowest level since 2006, putting at risk investments from overseas, says study","Yiu, Enoch.",05 Feb 2014,2014-02-05
149,Education woe for asylum seekers,"Ngo, Jennifer.",05 Feb 2014,2014-02-05
146,Two-day hill fire in park put out,"Chan, Samuel.",05 Feb 2014,2014-02-05
147,"Welfare spending 'risks backlash' Government faces resistance from middle class over its measures to improve the lot of the poor, says former head of Central Policy Unit","Cheung, Gary.",05 Feb 2014,2014-02-05
152,Hospitals miss emergency targets,"Lo, Wei.",05 Feb 2014,2014-02-05
123,Funding tightens further for mainland developersMainland property funding tightens,"Chiang, Langi; Chan, Ray.",05 Feb 2014,2014-02-05
122,Concern after MTR fails to act on tunnel sparks Lawmaker says railway operator 'irresponsible' for not reporting the incident to authorities,"Lee, Ada.",05 Feb 2014,2014-02-05
121,Carson Yeung quits as soccerclub boss Businessman bows out at Birmingham City ahead of verdict in money-laundering case,"Tsang, Emily.",05 Feb 2014,2014-02-05
120,[ Helper says boss threw hot water over her... ],,05 Feb 2014,2014-02-05
119,"[ Half a ticket won the HK$48,215,660 first prize in last night's draw. ]",,05 Feb 2014,2014-02-05
118,[ Former Citic executive guilty of insider dealing... ],,05 Feb 2014,2014-02-05
117,[ Cold shoulder likely at Winter Games... ],,05 Feb 2014,2014-02-05
116,"'HK$100,000 demandedfrom Transformers crew'","Chiu, Austin.",05 Feb 2014,2014-02-05
127,Virgin Atlantic to lay off dozens of crew in HKVirgin Atlantic cabin crew in Hong Kong to be cut Airline suspending daily flights between city and Sydney after two years of heavy losses,"So, Charlotte.",05 Feb 2014,2014-02-05
164,Courts have some catching up to do,,05 Feb 2014,2014-02-05
155,[ Chauffer business down... ],Name Name.,05 Feb 2014,2014-02-05
153,"Be ready as soon as possible, Xi told carrier chief Magazine reports president's instructions to Liaoning's captain during August inspection","Wu, Nan.",05 Feb 2014,2014-02-05
162,[ On Indonesia's plans to stop sending domestic helpers overseas by 2017:... ],,05 Feb 2014,2014-02-05
157,Riddle of Japanese man'sdeath in blow-up dinghy,"Ryall, Julian.",05 Feb 2014,2014-02-05
158,"A tightrope walk for Obama Seoul and Tokyo are vying for US president's attentions, and he'll have to consider carefully the implications of accepting South Korean invitation","Ryall, Julian.",05 Feb 2014,2014-02-05
159,[ The dark economic thoughts of Charlene Chu... ],,05 Feb 2014,2014-02-05
160,"No need to panic overslide in stock markets Blaming factors such as poor US data or China slowdown doesn't quite wash, but while the mood is down there will be no stampede for the exits",,05 Feb 2014,2014-02-05
161,[ HK will be international laughing stock... ],,05 Feb 2014,2014-02-05
156,"[ The Japan visit was more or less settled, but this request from South Korea is causing problems for Tokyo Jun Okumura, a visiting scholar at the Meiji Institute for Global Affairs on US President's scheduled visit... ]",,05 Feb 2014,2014-02-05
163,[ Pricey building. ],,05 Feb 2014,2014-02-05
124,Hang Seng joins regional stampede Fears over mainland credit and US stimulus bring worst start to lunar new year trade since 2008,"Yu, Jeanny; Chan, Ray.",05 Feb 2014,2014-02-05
125,Metals exchange steps up Qianhai expansion push Bourse forms a concern group to lobby for bigger presence and warehouse in the area,"Chan, Ray.",05 Feb 2014,2014-02-05
154,"Xi, Abe likely to snub each other at Sochi Sino-Japanese relations now so rancorous that Winter Olympics hosts are expected to make sure the two don't cross paths at Games' opening","Ng, Teddy.",05 Feb 2014,2014-02-05
200,Smoking habit set to get more expensive Government mulls tax hike as part of a plan to cut tobacco use - especially among kids,"Ngo, Jennifer.",06 Feb 2014,2014-02-06
199,Shopping malls see strong rise in sales,"Liu, Yvonne.",06 Feb 2014,2014-02-06
173,Marathon athletes 'running on empty' University study finds that competitors are risking injury and even death by failing to train adequately for showpiece endurance events,"Kao, Ernest.",06 Feb 2014,2014-02-06
174,More discounts urgedas home sales tumble,"Li, Sandy.",06 Feb 2014,2014-02-06
220,[ Growing discontent. ],,06 Feb 2014,2014-02-06
201,Europe considers Financially troubled EU countries are reaching out to wealthy foreigners - particularly from China - to offer residency in return for investment citizenship for sale,"Robertson, Benjamin; Boehler, Patrick.",06 Feb 2014,2014-02-06
221,Ballot box must rule in Thailand,,06 Feb 2014,2014-02-06
202,Fishermen to rescue in bridge plunge Onlookers jumped in to save Hong Kong family after their van plunged into New Zealand river,"Chan, Samuel.",06 Feb 2014,2014-02-06
203,"Flaws seen in kindergarten control system Proposed measures to streamline admissions may not reduce workload as parents chase places in sought-after preschools, says educator","Tam, Johnny.",06 Feb 2014,2014-02-06
209,Australia drops rape trial against official,"Zuo, Mandy.",06 Feb 2014,2014-02-06
205,GSK posts big sales drop on mainland British drug giant blames bribery probe and price cuts for weaker performance,Toh Han Shih.,06 Feb 2014,2014-02-06
194,Occupy Central event disrupted by radicals Democrats accuse People Power members of 'fascist' tactics as scuffles break out at party's vow of support for civil disobedience campaign,"Lau, Stuart.",06 Feb 2014,2014-02-06
210,Creativity across borders Exhibition gathers works from artists in four regions that reflect on globalisation,"Lam, Joanne.",06 Feb 2014,2014-02-06
198,RTHK boss faces criticism over delay in funding Broadcasting chief feels heat for not fighting harder over plan to build a new headquarters,"Lam, Jeffie.",06 Feb 2014,2014-02-06
211,"Kamikaze letters centre of world heritage status bid A city in Japan says the documents show the horrors of war, but the proposal to the UN has been criticised in China and South Korea","Chen, Andrea.",06 Feb 2014,2014-02-06
213,[ Fireworks use down... ],Name Name.,06 Feb 2014,2014-02-06
214,"Hu to seek fourth term as Taichung mayor But with voters hungry for change, and strong support for the opposition, he faces a tough fight","Chung, Lawrence.",06 Feb 2014,2014-02-06
204,Four jailed for attack on Nina Wang's nephew,"Chu, Julie.",06 Feb 2014,2014-02-06
215,"Severe blizzards hit, but Beijing bypassed Seven provinces raise alert to second-highest level but flurries miss the capital, which is approaching its longest snowless winter",Xu Donghuan.,06 Feb 2014,2014-02-06
217,"Calls to end ban on 'collective defence' Rewriting constitution is too hard for now, so reinterpretation to let Tokyo help allies is vital to counter a resurgent China, advisers warn","Ryall, Julian.",06 Feb 2014,2014-02-06
218,"Four reasons the yuan will struggle to gain acceptance Open and well-regulated markets, transparent governance and solid banking system needed for Chinese currency's rise to dominance",,06 Feb 2014,2014-02-06
219,[ End pointless exposure to live poultry... ],,06 Feb 2014,2014-02-06
208,[ I can't leave the future of Grand Taichung to an uncertain state... ],,06 Feb 2014,2014-02-06
207,Road rage pair who hit cabbie face jail,"Chan, Thomas.",06 Feb 2014,2014-02-06
206,Jungle Book comes to life for Disney volunteers,"Nip, Amy.",06 Feb 2014,2014-02-06
216,"[ HK only has two good think tanks, global index shows... ]",,06 Feb 2014,2014-02-06
193,Jail for death crash driver who wanted to save time,"Chu, Julie.",06 Feb 2014,2014-02-06
192,Hurdles await HKT inCSL New World deal,"Perez, Bien.",06 Feb 2014,2014-02-06
190,Best actor? Ip Man meets his match Leung and Wong nominated for their portrayals of the kung fu master in two different films,"Nip, Amy.",06 Feb 2014,2014-02-06
224,forces Market,,06 Feb 2014,2014-02-06
212,Mother and son confirmed with H7N9,,06 Feb 2014,2014-02-06
197,Reprieve for discovery bay ferry Services will continue for at least two years after last-minute agreement between owner and Marine Department over new safety regulations,"Lee, Ada.",06 Feb 2014,2014-02-06
186,"How a handful of voters elect 30 lawmakers In the second of a four-part series on prospects for reform in the 2016 Legco election, we look at who elects functional constituency lawmakers",Tanna Chong.,06 Feb 2014,2014-02-06
185,"Bid to get LRT moved underground Yuen Long project estimated at HK$1b would ease traffic problems, lawmaker argues","Cheung, Tony.",06 Feb 2014,2014-02-06
184,All about the pride,,06 Feb 2014,2014-02-06
183,[ Was opinion poll any use? Our survey said ... ],,06 Feb 2014,2014-02-06
182,"[ Today: British Chamber of Commerce lunch: ""Presenting with power - From start-ups to politicians"". ]",,06 Feb 2014,2014-02-06
181,[ Today Interim: Sunevision Holdings... ],,06 Feb 2014,2014-02-06
180,"[ NEWS (Section A): Leading the News A3 , Focus A4 , China A5-6 , China Digest A6, Asia A8 , World A9-11 , Opinion A12, Insight A13... ]",,06 Feb 2014,2014-02-06
179,[ Cathay Pacific B3... ],,06 Feb 2014,2014-02-06
178,"Welfarism of corporate kind is the real problem Despite alarmist talk, it's creepy how handouts to poor are falling as charity for tycoons rises",,06 Feb 2014,2014-02-06
177,Warning of H10N8 virus pandemic,"Tsang, Emily.",06 Feb 2014,2014-02-06
175,"MPF posts losses in January with tough year ahead Average of 2.43pc lost by pension fund as US tapering causes capital outflows, hitting stocks","Yiu, Enoch.",06 Feb 2014,2014-02-06
167,[ Japan seeks UN status for kamikaze letters... ],,06 Feb 2014,2014-02-06
168,[ Woman accused of scalding maid arrested... ],,06 Feb 2014,2014-02-06
169,Beijing slams Aquino for Nazi Germany remarks Philippine president branded 'amateurish' and 'ignorant' over territorial dispute comparisons,"Ng, Teddy.",06 Feb 2014,2014-02-06
170,Consultant involved in TV licence row quits job,"Nip, Amy.",06 Feb 2014,2014-02-06
171,"Gaming stocks sold off after take falls short Quick judgment passed on 7pc growth in sector revenue, with drops in some casino shares topping 7pc, but analysts cite early holiday's impact","Ap, Tiffany.",06 Feb 2014,2014-02-06
172,"A long, cold wait",,06 Feb 2014,2014-02-06
195,"Office market in Central expected to remain weak Rents and leasing activity are likely to pick up by 2015 in tandem with IPOs, consultants say","Sito, Peggy.",06 Feb 2014,2014-02-06
191,HK faces threat over hub status on kangaroo route Competitive landscape on the flights to Australia has changed with the aggressive expansion of Middle East carriers in the market,"So, Charlotte.",06 Feb 2014,2014-02-06
196,"PLA 'handicapped' by spoilt boys and girls With 70pc of soldiers from one-child families, many wonder if they could cope on battlefield","Chan, Minnie.",06 Feb 2014,2014-02-06
223,Government doing nothing about lawless state of many villages,,06 Feb 2014,2014-02-06
222,Free markets make you fatter,,06 Feb 2014,2014-02-06
176,"Steep fee for Myanmar maids fuels abuse fear Advocates for domestic helpers say they will struggle to repay HK$16,000, raising potential for exploitation amid lack of support networks","Siu, Phila.",06 Feb 2014,2014-02-06
187,MY TAKEAquino's sane voice amid the madness,"Lo, Alex.",06 Feb 2014,2014-02-06
188,Six Nations TV loss 'disappointing',"Kao, Ernest.",06 Feb 2014,2014-02-06
189,[ Best film... ],,06 Feb 2014,2014-02-06
1768,Chic chatwith Manish Arora,,07 Feb 2014,2014-02-07
1761,Chic chatwith Masha Ma,,07 Feb 2014,2014-02-07
1765,Colourful night OVERHEARD # Quote here more quote,"Chen, Vivian.",07 Feb 2014,2014-02-07
1753,Table takes off,"craft, Special.",07 Feb 2014,2014-02-07
1766,Star struck OVERHEARD Who knew Francis would look so good on the runway?,"Lam, Joanne.",07 Feb 2014,2014-02-07
1771,[ Andante... ],,07 Feb 2014,2014-02-07
1770,Flying the flag OVERHEARD I love the use of Miu Miu's fabrics as wallpaper. It's fierce!,,07 Feb 2014,2014-02-07
1769,Fine print OVERHEARD I love all of Manish Arora's prints. He's simply print-astic.,"Lam, Joanne.",07 Feb 2014,2014-02-07
1690,"[ One ticket won the HK$33,434,650 first prize in last night's draw. ]",,07 Feb 2014,2014-02-07
1733,[ What's good for the civil service is good for Hong Kong... ],,07 Feb 2014,2014-02-07
1760,Making waves It was a 'great opportunity to be creative' in designing the ultimate floating holiday home,"Lam, Joanne.",07 Feb 2014,2014-02-07
1697,No harm asking film crew for cash: accused,"Chu, Julie.",07 Feb 2014,2014-02-07
1710,"Brokers rail against stock circuit breaker Exchange study could lead to system preventing wild gyrations of prices caused by flash trading, but brokers say there is no need","Yiu, Enoch.",07 Feb 2014,2014-02-07
1701,"[ Monday, February 10: Hong Kong Foreign Financial Institutions Association lunch: ""China (Shanghai) pilot free-trade zone"". ]",,07 Feb 2014,2014-02-07
1712,"Faith in property seen with buy-backs Hang Lung purchases HK$2.5b of shares in subsidiary, joining rivals in buying spree","Sito, Peggy.",07 Feb 2014,2014-02-07
1731,[ Cleared of kidnap... ],Name Name.,07 Feb 2014,2014-02-07
1730,US comics talk up Mars Rover woes,"Wee, Darren.",07 Feb 2014,2014-02-07
1711,China hardest hit in global surge in cancer,"Li, Jing.",07 Feb 2014,2014-02-07
1728,[ Your report needs to be consistent with officials' thinking... ],,07 Feb 2014,2014-02-07
1689,[ CLP in deal to import more nuclear power... ],,07 Feb 2014,2014-02-07
1727,Tiananmen 'won't be taboo' at new Shenzhen campus University president vows to defend academic freedom at joint venture involving CUHK,"Tam, Johnny.",07 Feb 2014,2014-02-07
1759,[ SPEC CHECK... ],,07 Feb 2014,2014-02-07
1757,On the cutting edge A partnership that was forged decades ago leads to sparkling success for jeweller David Morris,"Tsang, Jacqueline.",07 Feb 2014,2014-02-07
1693,Consortium targets greying population Joint venture plans to develop 12 upmarket health resorts to tap burgeoning demand for elderly care services on the mainland,"Li, Sandy.",07 Feb 2014,2014-02-07
1694,Disgruntled passengers stage cruise ship sit-in,"Kao, Ernest.",07 Feb 2014,2014-02-07
1695,"GEM rule change seen as solution to Alibaba listing Growth Enterprise Market could accommodate special shareholder structures, says lawmaker","Yiu, Enoch.",07 Feb 2014,2014-02-07
1696,Megabucksvisa rush jams entry to Canada Mainland millionaires swamped HK consulate with applications and led to freezing of world's most popular investor immigration scheme,"Young, Ian.",07 Feb 2014,2014-02-07
1698,"Scams target mainland visitors Shifty retailers are now zeroing in on cross-border tourists, leading to increase in complaints to the Consumer Council","Nip, Amy.",07 Feb 2014,2014-02-07
1709,Blow for bitcoin as Apple store axes app Blockchain claims the removal of its digital wallet is anti-competitive,"Lee, Danny.",07 Feb 2014,2014-02-07
1699,"WW2 bomb found in Happy Valley More than 2,000 evacuated after workers unearth American explosive","Mok, Danny; Lo, Clifford.",07 Feb 2014,2014-02-07
1700,[ Alibaba B1... ],,07 Feb 2014,2014-02-07
1702,"[ NEWS (Section A): Leading the News A3 , Focus A4-5 ,... ]",,07 Feb 2014,2014-02-07
1703,[ Today Interim: China Natural Investment... ],,07 Feb 2014,2014-02-07
1704,"Are 'super seats' headed for the history books? In the third of our four-part series on reform for the 2016 Legco election, we look at the five lawmakers elected by city-wide ballot","Lam, Jeffie; Cheung, Tony.",07 Feb 2014,2014-02-07
1705,Cry of the wild,,07 Feb 2014,2014-02-07
1706,"Experienced eye guides moves to super-deluxe Vivien Chan gives in to temptation with her HK$538m Peak purchase, and as Estate Agents Authority chief, she is a knowledgeable buyer","Li, Sandy.",07 Feb 2014,2014-02-07
1707,MY TAKEDivided pan-dems risk societal rift,"Lo, Alex.",07 Feb 2014,2014-02-07
1708,Rise in rents to dampen holiday mood in Beijing Fresh records are expected to be notched in the capital as tenants brace for seasonal increases,"Chiang, Langi.",07 Feb 2014,2014-02-07
1732,"Jobseekers turn to 'stable' civil service Eschewing foreign firms, young graduates enrol in training courses to learn how to 'think' like officials and win plum government positions",He Huifeng.,07 Feb 2014,2014-02-07
1763,Fashionablejourney OVERHEARD # Quote here more quote,"Chen, Vivian.",07 Feb 2014,2014-02-07
1734,"To continue growing, China will have to work a lot smarter Productivity is the growth driver that will determine whether the optimists or pessimists are right when it comes to China's outlook",,07 Feb 2014,2014-02-07
1764,Chic chatwith Veronica Lam,,07 Feb 2014,2014-02-07
1755,Youthful ideaLine 1 line 2 What: Human Regenerator How much: About HK$4.45million,"Chen, Vivian.",07 Feb 2014,2014-02-07
1756,Tiersofjoy High-end cake making is fast becoming an edible art form in Hong Kong,"Chen, Vivian.",07 Feb 2014,2014-02-07
1758,[ 1962... ],,07 Feb 2014,2014-02-07
1726,School passes the popularity test Buddhist Fat Ho Memorial College has seen off the threat of closure and is looking at expansion,"Zhao, Shirley.",07 Feb 2014,2014-02-07
1725,RTHK boss vows to pressstaff fears on HQ funding,"Chan, Thomas.",07 Feb 2014,2014-02-07
1724,Homeless out of thepicture in hard city Photographer's documentation of street sleepers over 15 years shows what local councils have done in the name of 'beautifying' projects,"Zhao, Shirley.",07 Feb 2014,2014-02-07
1719,"nuclear power imports to rise CLP to increase use of Daya Bay electricity by 10pc, easing price pressure but angering greens","Chi-fai, Cheung.",07 Feb 2014,2014-02-07
1729,"Boston runners to honour slain chinese student Fifteen spots will be reserved for people to commemorate Lu Lingzi, one of three people killed in attack on marathon last year","Meng, Angela.",07 Feb 2014,2014-02-07
1716,Lenovo's IBM ties may pave way for storage deal,"Perez, Bien.",07 Feb 2014,2014-02-07
1767,Chic chatwith Amanda Strang,,07 Feb 2014,2014-02-07
1713,"HK business confidenceat highest level since 2012 Survey finds mainland demand boosting sentiment, but executives remain cautious","So, Charlotte.",07 Feb 2014,2014-02-07
