,title,byline,dates,datetime
16462,79-year-old killed in liquor store robbery was going to retire that night: The 79-year-old's family had been waiting at home with a celebratory dinner,Associated Press.,25 Nov 2015,2015-11-25
16461,Hokkaido snow shortfall delays ski season,Julian Ryall in.,25 Nov 2015,2015-11-25
16460,Ambulance also blamed for urgent surgery delay,,25 Nov 2015,2015-11-25
16459,Chinese tipped to remain biggest luxury spenders: Mainlanders less willing to pay higher prices at stores at home as consumers travel abroad more,"Zuo, Mandy.",25 Nov 2015,2015-11-25
16458,'Good progress' made on UK-China stock link,"Zhou, Xin.",25 Nov 2015,2015-11-25
16457,Tiny machine destined for big things,"Chen, Stephen.",25 Nov 2015,2015-11-25
16456,"China's robot sector needs to pick up pace to upgrade manufacturing and rival foreign competitors, say experts: China has high hopes for robotics to transform manufacturing, but the industry still falls far behind its foreign competitors, experts say","Wu, Wendy.",25 Nov 2015,2015-11-25
16455,Artificially intelligent robot at China's international conference serves up food for thought,"Zhou, Laura.",25 Nov 2015,2015-11-25
16454,"Parole hope for jailed journalist: In a rare move, top Beijing court hears an appeal by veteran reporter Gao Yu against her seven-year prison sentence on state secrets charges","Yu, Verna.",25 Nov 2015,2015-11-25
16453,"Occupy-inspired youngsters and rising stars from NeoDemocrats the big winners, Post study finds","Lau, Stuart.",25 Nov 2015,2015-11-25
16438,Department worried about out-of-date navigational charts,,25 Nov 2015,2015-11-25
16450,Hong Kong district council elections: When bagging more votes actually means defeat,"Ng, Joyce.",25 Nov 2015,2015-11-25
16449,Funding shift mooted for final phase of Hong Kong's West Kowloon Cultural District project: Government floats the idea of a new approach for the final phase of the cultural district,"Chow, Vivienne.",25 Nov 2015,2015-11-25
16448,"Power Assets minorities veto swap: Standard and Poor's is latest to put Asia's largest commodities trader on negative watch, citing weak liquidity and poor earnings visibility","Ng, Eric.",25 Nov 2015,2015-11-25
16447,"China's social welfare system needs fixing and here's how, according to its finance minister Lou Jiwei: Minister wants SOEs to contribute profits, employees to have more incentive to pay","Gan, Nectar.",25 Nov 2015,2015-11-25
16446,"China to launch first robot in space by 2020: The cubicle-sized machine can lengthen the lifespan of orbiting satellites and may even have military applications, mainland research team says","Chen, Stephen.",25 Nov 2015,2015-11-25
16445,"Beijing hits the launch button for PLA shake-up: Military's top brass told that big changes are under way and they should obey reform orders to create a modern, nimble defence force","Chan, Minnie.",25 Nov 2015,2015-11-25
16444,Time to give much-maligned IT staff a break,"Lo, Alex.",25 Nov 2015,2015-11-25
16443,CONTACT US,,25 Nov 2015,2015-11-25
16442,Medical parole hopes for journalist Gao,,25 Nov 2015,2015-11-25
16441,CY appeals to young candidates to join panels: Chief executive makes call after more youthful candidates took part in Sunday's local polls,"Cheung, Tony.",25 Nov 2015,2015-11-25
16440,Six resorts that offer truly relaxing and healthy honeymoon destinations: Six wellness resorts offer a relaxing and healthy break. Reports by Tracey Furniss,"Furniss, Tracey.",25 Nov 2015,2015-11-25
16439,Hong Kong has an abundance of romantic spots for a proposal,"Furniss, Tracey.",25 Nov 2015,2015-11-25
16451,Independent candidate and election winner Chiu Chi-kin was an ordinary Joe until Occupy wake-up call,"Tsang, Emily.",25 Nov 2015,2015-11-25
16452,NeoDemocrats' Francis Yam leads district council polls with most number of votes,"Kang-chung, Ng.",25 Nov 2015,2015-11-25
16428,"Have a glamorous destination wedding without all the travel hassles by planning it in Macau: City offers picturesque venues and government incentives, writes Stephanie Ip","Ip, Stephanie.",25 Nov 2015,2015-11-25
16417,Beem has second chance for title in HK: Former PGA Championship winner made way for Poulter at the Open in Fanling last month but snapped up invitation to return to the city,Staff Reporter.,25 Nov 2015,2015-11-25
16418,Fifa to investigate China anthem booing,,25 Nov 2015,2015-11-25
16419,Crowdfunding platforms spread to Southeast Asia: Financial model focuses on presales and debt as regulators mull ways to govern fledging industry,"Chiang, Langi.",25 Nov 2015,2015-11-25
16420,Knight Frank China chief upbeat on property services outlook,"Sito, Peggy.",25 Nov 2015,2015-11-25
16421,Poor launch for tiny-flat project in Aberdeen,"Sito, Peggy.",25 Nov 2015,2015-11-25
16422,Swire mulls selling Kowloon Bay project,,25 Nov 2015,2015-11-25
16423,"Web-based pioneer taking break: Qfang has been expanding rapidly in the online-to-offline market, setting up 1,200 outlets in China, but now it plans to pause and reassess strategy","Chiang, Langi.",25 Nov 2015,2015-11-25
16424,US home rental prices rise at slower pace in October,Associated Press.,25 Nov 2015,2015-11-25
16427,Gems tell lasting tales of love and romance,"Furniss, Tracey.",25 Nov 2015,2015-11-25
16425,Chinese spending more on Australian property despite economic slowdown: Capital flows into commercial deals worth more than US$10 million have tripled this year,"Lau, Jessie.",25 Nov 2015,2015-11-25
16437,Hong Kong's 'ghost schools' should be put to better use,,25 Nov 2015,2015-11-25
16436,Japanese Prime Minster Shinzo Abe must rethink his policy on boosting economic growth,,25 Nov 2015,2015-11-25
16435,"Every day is a day nearer the goal of gender equality in Hong Kong's corporate world: Diana Cesar says women's progress towards parity in the workplace depends not just on business leaders' practical support, but also consistent effort from the women themselves",,25 Nov 2015,2015-11-25
16434,"Three perspectives to stop the Sino-US strategic drift: David Lampton says despite positive developments, Sino-US ties are deteriorating amid mutual suspicion",,25 Nov 2015,2015-11-25
16433,HNA Group buys into Brazil low cost carrier Azul for US$450 million,"Jiang, Sijia.",25 Nov 2015,2015-11-25
16432,Commodities trader Noble Group faces ratings downgrade to junk status,"Yang, Jing.",25 Nov 2015,2015-11-25
16431,"Hong Kong bakeries offer wedding cakes that promise to wow the eyes and palate: Bakeries across the city mix delicate decor with sweet flavours, writes Ann Wan","Wan, Ann.",25 Nov 2015,2015-11-25
16426,"Piers Brunner, who recently moved from Colliers to Knight Frank, explains what the company's plans are for the mainland market and how he sees the situation in Hong Kong","Sito, Peggy.",25 Nov 2015,2015-11-25
16430,Able Friend's Mile travails bode well: The six-year-old had too many factors against him last Saturday but now has the obligatory 'bad run' out of his system,,25 Nov 2015,2015-11-25
16416,Wenger accuses Uefa of 'accepting' doping,,25 Nov 2015,2015-11-25
16414,events,,25 Nov 2015,2015-11-25
16398,Hong Kong hotels offer wedding venues that range from modern glamour to classic elegance: Hotels around the city offer stylish and memorable spaces for the vows and reception. Reports by Stephanie Ip,"Ip, Stephanie.",25 Nov 2015,2015-11-25
16399,"Wiser use of charity dollars can give Hong Kong's poorer students a real shot at a proper education: Philip Yeung says Hong Kong's education sector does not lack charity dollars, but it does need a vision to channel them effectively, to give poorer students a chance of a meaningful education",,25 Nov 2015,2015-11-25
16400,How 'great divorce' between China and US will drive currency markets: Top strategist says surprise yuan depreciationin August was first step towards end of the peg,Bloomberg.,25 Nov 2015,2015-11-25
16401,Ali Health to expand despite loss: Investment in web-based services to address gap in health care demand,"Perez, Bien.",25 Nov 2015,2015-11-25
16402,Asset managers peddling bad debt back to lenders,"Weinland, Don.",25 Nov 2015,2015-11-25
16403,China state fund backs ZTE's chip subsidiary: 2.4b yuan investment seen as part of effort to boost mainland's chipmaking prowess,"Perez, Bien.",25 Nov 2015,2015-11-25
16404,Banyan Tree Macau is the perfect retreat to start married life,"Furniss, Tracey.",25 Nov 2015,2015-11-25
16415,Trey Lee and Friends,,25 Nov 2015,2015-11-25
16405,"City Digest for November 25, 2015",,25 Nov 2015,2015-11-25
16407,"It's an obstruction: Hong Kong resident complains about Gormley sculpture in Central: Highways Department fences off Gormley sculpture, then rules that there is no problem","Chow, Vivienne.",25 Nov 2015,2015-11-25
16408,"Published: Hong Kong gag order: Don't restrict media over university controversy on appointment of top manager, urges barrister: Barrister Martin Lee makes argument against injunction barring disclosure of details of university council discussions on top manager","Chu, Julie.",25 Nov 2015,2015-11-25
16409,"Many Hong Kong businesses 'unprepared' for new competition laws, says antitrust lawyer: Old habits may die hard, warns antitrust lawyer, with legislation set to target cartel-type practices","Au-yeung, Allen.",25 Nov 2015,2015-11-25
16410,"Operation Santa Claus: Hong Kong cancer patient gains from meditation, yoga: Breast cancer sufferer Chan Wai-yue develops new attitude at Maggie's Cancer Caring Centre, which is a beneficiary of Operation Santa Claus","Karacs, Sarah.",25 Nov 2015,2015-11-25
16411,Political conflicts dividing Hong Kong are 'such a pity' says former finance chief Antony Leung: Former finance chief urges Hongkongers to devote energy to solving city's problems,"Cheung, Tony.",25 Nov 2015,2015-11-25
16412,The Anthem of the Heart (I) (Japanese),,25 Nov 2015,2015-11-25
16413,The Planner,,25 Nov 2015,2015-11-25
16406,HIV infections set to reach highest total since 1980s,"Ng, Naomi.",25 Nov 2015,2015-11-25
16429,"Don't sweat about the details, think restaurants for weddings in Hong Kong","Ip, Stephanie.",25 Nov 2015,2015-11-25
16634,"Chinese dream to rival Intel's computer chips: Engineer, spurred by Mao's call to serve the people, is determined to create home-grown processor to counter risk of foreign surveillance","Zhou, Xin.",27 Nov 2015,2015-11-27
16635,"Baidu links up with Allianz, Hillhouse Capital for digital insurance venture: Online search giant Baidu teams up with Allianz and Hillhouse Capital Group to tap into growing interest on the mainland","Perez, Bien.",27 Nov 2015,2015-11-27
16673,China must help home-grown stars enter international leagues to make a mark on world soccer stage,,27 Nov 2015,2015-11-27
16627,New chief for party's foreign relations helm: Former deputy foreign minister Song Tao takes on top international job that has traditionally had a special connection to North Korea,"Liu, Zhen.",27 Nov 2015,2015-11-27
16657,Speech therapy plan will help 40 Hong Kong families develop communication skills: One-on-one scheme to develop communication skills of children who suffer impaired hearing,"Ngo, Jennifer.",27 Nov 2015,2015-11-27
16656,10 years for addict who killed 'monster' mother: Psychotic son jumped from flat yelling 'Jesus loves me' after chop attack in Yuen Long flat,"Chu, Julie.",27 Nov 2015,2015-11-27
16655,Engineer casts doubt on new target to finish Hong Kong-Macau-Zhuhai bridge: Expert fears new finishing date for already delayed Hong Kong-Macau-Zhuhai bridgecould be 'a bit tight' and may bust budget,"Au-yeung, Allen.",27 Nov 2015,2015-11-27
16654,Hong Kong government proposes proof-of-address requirement to tackle vote-rigging in elections,"Lam, Jeffie.",27 Nov 2015,2015-11-27
16636,Fujian stalwart named governor,"Lau, Mimi.",27 Nov 2015,2015-11-27
16653,Waste works,,27 Nov 2015,2015-11-27
16652,Elderly man gets seven years for killing wife,"Chu, Julie.",27 Nov 2015,2015-11-27
16651,"No good reason to veto plan for a car-free Central in Hong Kong: Bernard Chan says the proposal to pedestrianise a congested part of the city should be backed even by those who would be inconvenienced by it, because it is for the greater good",,27 Nov 2015,2015-11-27
16650,"Why China's lack of success against Hong Kong on the football field isn't its most vexing problem in sport: Zhengxu Wang says in their angst over national football, Chinese are missing a bigger problem in sport",,27 Nov 2015,2015-11-27
16649,Credit Suisse gets brokerage licence,"Weinland, Don.",27 Nov 2015,2015-11-27
16648,"Beijing confirms talks to build 'facilities' in Djibouti: Planned military logistics stations in the Horn of Africa country will help bolster China's peacekeeping missions in the region, say ministries","Chen, Andrea.",27 Nov 2015,2015-11-27
16647,"Chinese President Xi Jinping vows breakthrough in military overhaul by 2020: Remodelling military will help the president consolidate his power, analysts say, as plan for new graft-busting commission is unveiled","Chan, Minnie.",27 Nov 2015,2015-11-27
16646,Hong Kong sweating towards hottest year on record as El Nino and global warming take effect: El Nino and global warming are pushing temperatures to record highs,"Kao, Ernest.",27 Nov 2015,2015-11-27
16645,N Korean boats - and bodies - wash up in Japan,,27 Nov 2015,2015-11-27
16644,CONTACT US,,27 Nov 2015,2015-11-27
16643,results,,27 Nov 2015,2015-11-27
16642,who said it?,,27 Nov 2015,2015-11-27
16641,Beijing grants medical parole to dissident jailed journalist Gao Yu,"Mai, Jun.",27 Nov 2015,2015-11-27
16640,Michael Jackson ranch: A chance to just buy it: Online platform to tap Chinese and Asian buyers with US$100 million to spare after the King of Pop's famous Neverland home finds no US takers,"Woodhouse, Alice.",27 Nov 2015,2015-11-27
16639,Desperate call from a sinking nation: President of Kiribati tells world leaders to leave the politics at home for Paris climate conference,"Li, Jing.",27 Nov 2015,2015-11-27
16638,"In China, a climate for change: how country went from zero to hero in fight against global warming in just 6 years: In six years, Beijing has gone from thwarting deals to encouraging them - while blurring the lines between developed and developing nations","Li, Jing.",27 Nov 2015,2015-11-27
16632,events,,27 Nov 2015,2015-11-27
16631,"Citic, Guosen given 'official notice' in securities probe",Staff Reporters.,27 Nov 2015,2015-11-27
16630,"Dollar, high rents hurting retailers: Sincere, Luk Fook report wider losses for half year as mainland tourists reduce their spending","Mak, Liz.",27 Nov 2015,2015-11-27
16629,"2,000 ducks 'roasted' after truck catches fire",,27 Nov 2015,2015-11-27
16658,Operation Santa Claus: home help for little Abigail as she fights crippling disease: Charitable trust will provide rehabilitation service for parents of three-year-old now confined to hospital with rare condition,"Karacs, Sarah.",27 Nov 2015,2015-11-27
16628,"Chinese women fitter, male students fatter, everyone weaker: study: Male physiques are on the decline, finds study that highlights obesity among schoolboys and suggests strength training is being neglected","Gan, Nectar; Li, Jing.",27 Nov 2015,2015-11-27
16659,Missed world,"Cheung, Elizabeth.",27 Nov 2015,2015-11-27
16661,"Bruce Lee would have told people to chill and put aside their political differences, brother says: Kung fu legend would tell Hongkongers to chill and put aside their differences, his brother says","Chow, Vivienne.",27 Nov 2015,2015-11-27
16680,Restaurant review: Mikasaya Sushi Restaurant,"Jung, Susan.",27 Nov 2015,2015-11-27
16681,Hong Kong street food gets Michelin treatment Spotlight falls on city's ready-to-eat fare: Just how much difference does a nod from Michelin make? Bernice Chan talks to three owners whose venues are included in the guide's new street food category,"Chan, Bernice.",27 Nov 2015,2015-11-27
16682,"Hong Kong Catholics split over church's stance on gays: The Catholic Church in Hong Kong has stepped up its opposition to same-sex marriage, offending the LGBT community and dashing any hopes among gay parishioners for more liberal views to emerge, writes Enid Tsui","Tsui, Enid.",27 Nov 2015,2015-11-27
16683,The Planner,,27 Nov 2015,2015-11-27
16684,L'Amour Immortel,,27 Nov 2015,2015-11-27
16685,By the Sea (III),,27 Nov 2015,2015-11-27
16686,U.R.A. 'OVERESTIMATED LEGAL RISK OVER FLATS': Lawmaker says U-turn allowing single people to buy subsidised homes may have been based on unfounded fears over anti-discrimination laws,"Ying-kit, Lai.",27 Nov 2015,2015-11-27
16687,"Bank on young guns New Asia Sunrise, Fabulous One: Both progressive sprinters, Chris So's four-year-old and Me Tsui's three-year-old jump off the page in the opening leg of the Triple Trio on Sunday","Cox, Michael.",27 Nov 2015,2015-11-27
16688,Warming to Hong Kong: First-time butterfly species spotted at Tai Po reserve: Conservationists believe warmer weather may have brought insect to Hong Kong from more familiar habitat in India or Southeast Asia,"Ng, Naomi.",27 Nov 2015,2015-11-27
16677,Shum on song,,27 Nov 2015,2015-11-27
16676,Big break looms as Britain calls for Ng: Hong Kong's world snooker champion is set to be nominated on a list of six international sportsmen and women for the BBC's illustrious Overseas Sports Personality award,Chan Kin-wa.,27 Nov 2015,2015-11-27
16675,Hong Kong cling to mathematical hopes,Staff Reporter.,27 Nov 2015,2015-11-27
16674,Lin Dan hits out at Rio test organisers: Paltry attendances and small venue surprise Chinese badminton star ahead of Games,Chan Kin-wa.,27 Nov 2015,2015-11-27
16633,Margin financing up despite clampdowns: Investors rediscover confidence in capital markets but rise in leverage and speculative trading may pose risk of another boom and bust,"He, Laura.",27 Nov 2015,2015-11-27
16672,Russia and Turkey must be on same page if Islamic State is to be defeated,,27 Nov 2015,2015-11-27
16671,"America must take full responsibility for mistaken bombing of hospital in Afghanistan: Kevin Rafferty says the US must make reparations for its forces' mistake in bombing an MSF hospital in Afghanistan, and put those responsible on trial",,27 Nov 2015,2015-11-27
16670,Fact before fiction: New Hong Kong TV station ViuTV to focus on 'factual entertainment' instead of dramas,"Chow, Vivienne.",27 Nov 2015,2015-11-27
16669,Stocks lower as investors await new IPOs: Shanghai down 0.3pc after two days of gains as HK retreats for fourth day,"He, Laura; Yang, Jing.",27 Nov 2015,2015-11-27
16668,A year of highs and lows for the market and stock brokers: Summer crash and anti-graft probe has taken its toll but analysts remain cautiously optimistic,"Yang, Jing.",27 Nov 2015,2015-11-27
16667,"A rare bright spot: Hong Kong retail chain notches growth as city's sales figures keep falling: Consumers are reluctant to spend, but Yata sets sights on 3pc growth during sale period","Ying-kit, Lai.",27 Nov 2015,2015-11-27
16666,Huawei Mate 8 issues challenge to Apple iPhone,He Huifeng.,27 Nov 2015,2015-11-27
16665,"Missing chairman mystery: Guotai Junan case makes Western firms wary: As Guotai Junan chairman apparently flees, Western financial firms want to know about the political relationships at Chinese counterparts","Robertson, Benjamin; Xie, Yu.",27 Nov 2015,2015-11-27
16664,Nickel price up in Shanghai after rumour of metals short-selling probe: Price of nickel pushed up in Shanghai after reports of a probe by regulators into 'malicious short selling' in domestic contracts,"Xie, Yu.",27 Nov 2015,2015-11-27
16663,'Buy Nothing Day' urges Hongkongers to shun shopping and fast-fashion to reduce textiles waste: Environmentalists urge Hongkongers to shun shopping and fast-fashion on 'Buy Nothing Day' to reduce city's mounting pile of clothing waste,"Kao, Ernest.",27 Nov 2015,2015-11-27
16662,BMW driver held after 11km police car chase,,27 Nov 2015,2015-11-27
16660,Mainland woman cleared over fracas at airport,"Siu, Jasmine.",27 Nov 2015,2015-11-27
16679,Hall aiming for winner's circle with Andoyas,"Aitken, Alan.",27 Nov 2015,2015-11-27
16678,A tale of two old Tibetan freedom fighters who 'gave as good as they got' in their fight with the Chinese army: Yonden Lhatoo's encounter with former Tibetan guerillas living in Darjeeling brings to life the story of their doomed struggle against the PLA,,27 Nov 2015,2015-11-27
16625,Mother's gift leads to China's first uterus transplant: Xian woman donates womb to daughter in landmark surgery two years in the making,Zhuang Pinghui.,27 Nov 2015,2015-11-27
16626,Planet offers hope for earth in 5 billion years,"Chen, Stephen.",27 Nov 2015,2015-11-27
16637,End the charade: University of Hong Kong gag order serves no purpose,"Lo, Alex.",27 Nov 2015,2015-11-27
16845,Yen 40b-a-year bill for malicious data usage,He Huifeng.,28 Nov 2015,2015-11-28
16822,Sharp fall in profits for industrial companies,,28 Nov 2015,2015-11-28
16823,Delayed projects - from bridge to high-speed rail - a blot on Hong Kong-mainland China cooperation,"Lo, Alex.",28 Nov 2015,2015-11-28
16824,who said it?,,28 Nov 2015,2015-11-28
16825,China's Long Museum founder Liu Yiqian out to educate with art after US$170m purchase at New York auction: Liu Yiqian reveals ambitious plans after high-profile purchase at New York auction,"Chow, Vivienne.",28 Nov 2015,2015-11-28
16826,"Chinese pregnant mothers still likely to flock to US to give birth, despite scrapping of one-child policy, say industry insiders",Zhuang Pinghui.,28 Nov 2015,2015-11-28
16827,"Ending PLA profit-making activities aim to put military back on right path, say experts: Allowing military to extend its 'paid services' to property investment is 'recipe for corruption'","Chan, Minnie; Liu, Zhen.",28 Nov 2015,2015-11-28
16828,A stain on my life: Hong Kong ATV boss found guilty over failure to pay wages,"Siu, Jasmine.",28 Nov 2015,2015-11-28
16829,"With the dust of Singles Day yet to settle, Chinese consumers throw their money behind America's Black Friday: Hot on the heels of the Singles Day shopping frenzy, Chinese consumers are embracing a US festival that's taken an auspicious twist","Yan, Alice.",28 Nov 2015,2015-11-28
16830,"Industrial profits decline 4.6 pc: Measures are needed to boost business confidence, analysts urge government, as October figures show fifth consecutive monthly fall",Reuters.,28 Nov 2015,2015-11-28
16831,"Number of rich Chinese grows 23 per cent, and many want to emigrate to the United States although they are also drawn to Hong Kong","Yan, Alice; Zhou, Laura.",28 Nov 2015,2015-11-28
16832,Taiwan's cooking oil boss found not guilty,,28 Nov 2015,2015-11-28
16833,Nervous investors head for the exit: Broader investigation into brokerage sector and ongoing bearish economic news spark biggest sell-off in mainland shares since late August,"He, Laura; Yang, Jing.",28 Nov 2015,2015-11-28
16835,"Najib set to defy calls for his ouster: Embattled Malaysian prime minister retains firm grip on power, with experts expecting him to last until general elections in 2018","Chew, Amy.",28 Nov 2015,2015-11-28
16836,"Beijing trying to clean up markets by stepping up investigations of securities companies, analysts say: Analysts see the increased heat on securities companies as a bid to clean up markets where money and power have become too intertwined","Xie, Yu; Robertson, Benjamin.",28 Nov 2015,2015-11-28
16837,Peninsula brings a little luxury to HK airport,"Yiu, Enoch.",28 Nov 2015,2015-11-28
16838,Yuan weakens ahead of key IMF decision: Traders bet on Beijing easing intervention once IMF gives verdict on yuan's inclusion in SDR,"Yang, Jing.",28 Nov 2015,2015-11-28
16839,"China's consumer stocks still a good bet for growth: Analysts favour apparel and sportswear stocks while downbeat on carmakers, luxury retailers","Robertson, Benjamin.",28 Nov 2015,2015-11-28
16840,events,,28 Nov 2015,2015-11-28
16841,"Greying China offers golden opportunities: Consumer sector is better positioned than service providers to reap benefits from the ageing population in the country, a report finds","Xie, Yu.",28 Nov 2015,2015-11-28
16842,results,,28 Nov 2015,2015-11-28
16843,HengTen shows optimism on profit outlook: New platform by Evergrande and Tencent aims to generate revenue through commissions in online furniture sales and community finance,Summer Zhen.,28 Nov 2015,2015-11-28
16844,Soccer jersey saga illustrates law of China's business jungle,"Yam, Shirley.",28 Nov 2015,2015-11-28
16821,Man poses in front of statue of Hong Kong icon on his birthday,,28 Nov 2015,2015-11-28
16834,"City must commit to Hong Kong-Zhuhai-Macau bridge deadline, say transport officials: Transport officials say city cannot expect to dictate when delayed project can open","Ying-kit, Lai.",28 Nov 2015,2015-11-28
16820,Hong Kong poll candidate accused of bussing elderly residents for votes 'handed gifts' to them and 'deserved to win': Politician accused of bussing people for votes 'deserved to win' after his help at care homes,"Lam, Jeffie.",28 Nov 2015,2015-11-28
16818,"Money, self-pressure stress Hong Kong residents, international survey finds: Lack of sleep and time plus work are other factors, but survey finds surprisingly that more in city are stress-free than in many other places","Wang, Jeanette.",28 Nov 2015,2015-11-28
16792,Healing a nation,,28 Nov 2015,2015-11-28
16793,Mainland opened up further to city professionals in Cepa expansion: Cepa supplement allows more professionals to set up shop over border,"Lee, Eddie; Au-yeung, Allen.",28 Nov 2015,2015-11-28
16794,Guangxi minority girls broaden their horizons with Sowers Action and Operation Santa Claus: Sowers Action is working to empower girls from remote Guangxi communities through education,"Karacs, Sarah.",28 Nov 2015,2015-11-28
16795,HK$1b MTR upgrade to add eighth car to Hong Kong's West Rail line trains,"Leung, Christy.",28 Nov 2015,2015-11-28
16796,"Paper Talk for November 28, 2015",,28 Nov 2015,2015-11-28
16797,Big money: Shenzhen driver jailed for six years after Hong Kong account he set up laundered HK$2.5b: Man jailed for six years after he was asked to set up HK bank account,"Chu, Julie.",28 Nov 2015,2015-11-28
16798,"Hong Kong developer, 11 villagers convicted over rural homes scam","Chu, Julie.",28 Nov 2015,2015-11-28
16799,Hong Kong Disneyland site being used for concrete plant is challenged in court,"Chu, Julie.",28 Nov 2015,2015-11-28
16800,Hong Kong government launches landfill revitalisation scheme,"Leung, Christy.",28 Nov 2015,2015-11-28
16801,"Hong Kong unionists walk out over refusal of bosses to discuss legislation on standard working hours: Employee representatives charge that bosses reneged on deal to discuss legislation on standard work, may boycott next meeting","Zhao, Shirley.",28 Nov 2015,2015-11-28
16802,By the Sea (III),,28 Nov 2015,2015-11-28
16803,Nicholas Nickleby,,28 Nov 2015,2015-11-28
16804,Coming through,Agence France-Presse.,28 Nov 2015,2015-11-28
16805,Foxes' Vardy chasing goal record: In-form Leicester striker will be first to score in 11 straight games if he finds net against United,Agence France-Presse.,28 Nov 2015,2015-11-28
16806,Surprise package Leicester can stay perched at top: Ranieri's side play United with a decent chance for points; Chelsea are vulnerable against Spurs,,28 Nov 2015,2015-11-28
16807,"Coe cuts ties with Nike amid storm of protest: IAAF president stands down from his Pounds 100,000 a year ambassadorial role with sportswear company over a potential conflict of interest",Associated Press.,28 Nov 2015,2015-11-28
16808,"I'm the saviour of the division, says Fury: Britain's giant gypsy showman predicts a KO win against Klitschko",Agence France-Presse.,28 Nov 2015,2015-11-28
16809,Leicester a breath of fresh air as they win over new fans: Italian coach Ranieri has shaped the club into a unit capable of beating greater foes with their fighting spirit and mettle,"Simpson, Peter.",28 Nov 2015,2015-11-28
16810,Valley brace for strong backlash from HKCC: Last season's finalists meet at King's Park with the visitors out to extend winning run,Staff Reporter.,28 Nov 2015,2015-11-28
16811,HKRU scraps children's tickets for Sevens ballot,"Westcott, Ben.",28 Nov 2015,2015-11-28
16812,"Even Hong Kong's richest man, Li Ka-shing, has to bow to activist shareholders",,28 Nov 2015,2015-11-28
16813,Thai authorities have let down victims of Bangkok bombing by declaring case is closed,,28 Nov 2015,2015-11-28
16814,"China must draw the right lessons from the failures of its one-child policy: Yasheng Huang says the policy ran for far too long, and may not have been necessary in the first place",,28 Nov 2015,2015-11-28
16815,China must unblock Google Scholar and keep the internet open for its researchers: Paul Stapleton says denying students and scholars in mainland China access to a good research tool like Google Scholar impedes scientific progress,,28 Nov 2015,2015-11-28
16816,"How Asia can move from L-shaped stagnation to a J-shaped recovery: Andrew Sheng says painful restructuring remains the only way the region's population giants can move beyond the middle-income trap, and that will take guts and will",,28 Nov 2015,2015-11-28
16817,Reappointed chairman vows smooth reform,,28 Nov 2015,2015-11-28
16819,The Planner,,28 Nov 2015,2015-11-28
16916,Operation Santa Claus: Sketch a shoe for Choo and benefit our charity drive,,29 Nov 2015,2015-11-29
16942,Valley still unbeaten as HKCC lick their wounds,Staff Reporter.,29 Nov 2015,2015-11-29
16915,Hong Kong's Urban Renewal Authority rethinks criteria for single home buyers,"Ng, Joyce.",29 Nov 2015,2015-11-29
16918,Putonghua-speaking fans of BBC TV's super-sleuth Sherlock Holmes to ponder special clue in New Year's Day episode,"Lam, Lana.",29 Nov 2015,2015-11-29
16941,"After Xi Jinping's visit, Manchester City have massive plans for China: After Xi Jinping's visit last month, the club appear to have stolen a marketing march on the rest of their Premier League rivals","Porteous, James.",29 Nov 2015,2015-11-29
16943,Outta my way,,29 Nov 2015,2015-11-29
16944,HK women to break new ground as Spain lined up: The Europeans will provide local stars with a new experience next month with a two-test series as they look outside of Asia for tough opposition,Staff Reporter.,29 Nov 2015,2015-11-29
16945,By the Sea (III),,29 Nov 2015,2015-11-29
16946,The 1925 Club,,29 Nov 2015,2015-11-29
16947,Lamentation and Prophecy,,29 Nov 2015,2015-11-29
16948,photography,"Kwong, Kevin.",29 Nov 2015,2015-11-29
16949,President Xi Jinping's overhaul of China's military all part of ruling party's divide-and-rule plan,,29 Nov 2015,2015-11-29
16940,Golden State Warriors' success story could take them to San Francisco as home base: Golden State might be leaving their 'rabid' home base in Oakland for their proposed US$1b new home in San Francisco in 2018,,29 Nov 2015,2015-11-29
16950,Pop culture,"Sin, Ben.",29 Nov 2015,2015-11-29
16952,Beijing's burgeoning central and eastern Europe ties as useful check on power of US and Russia: China pledges tens of billions of dollars in aid and trade deals as it expands influence across one of the most important continents,"Huang, Cary.",29 Nov 2015,2015-11-29
16953,Yearning Japanese: in pursuit of perfection,,29 Nov 2015,2015-11-29
16954,"Veteran Chinese journalist Gao Yu 'had no choice' but to confess guilt before early release from prison, legal experts say: Legal experts say jailed veteran Chinese journalist was released early on medical grounds in return for 'face-saving' admission","Yu, Verna.",29 Nov 2015,2015-11-29
16955,"Founder of Chinese online baby goods emporium rides wave of desire for foreign-made products: Liu Nan wanted the best for her child, and built an online empire","Sun, Celine.",29 Nov 2015,2015-11-29
16956,China signs US$930m in business deals with Africa ahead of President Xi Jinping's visit,"Wu, Wendy.",29 Nov 2015,2015-11-29
16957,Hong Kong war relic hunter finds Japanese grenades in hills near Parkview: Bomb disposal officers destroy devices; nearby celebrity wedding at HK Parkview not disturbed,"Leung, Christy.",29 Nov 2015,2015-11-29
16958,history,"Chan, Tessa.",29 Nov 2015,2015-11-29
16914,Eight crewmen rescued after ship sinks,,29 Nov 2015,2015-11-29
16951,"Photos of the Week for November 29, 2015",,29 Nov 2015,2015-11-29
16917,Hong Kong's Urban Renewal Authority must ensure subsidised homes go to those in genuine need,,29 Nov 2015,2015-11-29
16939,MONDAY,,29 Nov 2015,2015-11-29
